songName,Artist,Album,Genre,
How Do U Want It,2Pac,,Greatest Hits,Hip Hop/Rap
So Many Tears,2Pac,,Greatest Hits,Hip Hop/Rap
Unconditional Love,2Pac,,Greatest Hits,Hip Hop/Rap
Trapped,2Pac,,Greatest Hits,Hip Hop/Rap
Life Goes On,2Pac,,Greatest Hits,Hip Hop/Rap
Hit 'Em Up,2Pac,,Greatest Hits,Hip Hop/Rap
Troublesome '96,2Pac,,Greatest Hits,Hip Hop/Rap
Brenda's Got a Baby,2Pac,,Greatest Hits,Hip Hop/Rap
I Ain't Mad At Cha,2Pac,,Greatest Hits,Hip Hop/Rap
I Get Around,2Pac,,Greatest Hits,Hip Hop/Rap
Changes,2Pac,,Greatest Hits,Hip Hop/Rap
California Love,2Pac,,Greatest Hits,Hip Hop/Rap
Picture Me Rollin',2Pac,,Greatest Hits,Hip Hop/Rap
How Long Will They Mourn Me?,2Pac,,Greatest Hits,Hip Hop/Rap
Toss It Up,2Pac,,Greatest Hits,Hip Hop/Rap
Dear Mama,2Pac,,Greatest Hits,Hip Hop/Rap
All About U,2Pac,,Greatest Hits,Hip Hop/Rap
To Live and Die In L.A.,2Pac,,Greatest Hits,Hip Hop/Rap
Heartz of Men,2Pac,,Greatest Hits,Hip Hop/Rap
